gid,depth,is_seed,in_deg,in_kzt,in_tx,out_deg,out_kzt,out_tx,pass_through,truncated,seed_payers_direct,seed_sources_2hop,pagerank,betweenness,fast_pass_share,taint_kzt,taint_share,role,role_score,peripheral_reason,evidence,priority_score,why,cluster_id
100000001273783100,2,False,1,23200,1,0,0,0,0,False,0,1,0.000295011200314,0,0,540.896845969,0.0233145192228,peripheral,0.9,one_off_recipient,Single inflow of 23K KZT; 0 further outgoing transfers observed.,0.426169317873,"Single inflow of 23K KZT; 0 further outgoing transfers observed. Priority drivers: 1 seeds within 2 hops, high case-money inflow (541 KZT).",7
100000001275557100,4,False,1,20000,1,0,0,0,0,True,0,0,0.000345703752309,0,0,377.009465167,0.0188504732583,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.255558319628,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: high case-money inflow (377 KZT), high weighted network importance.",21
100000001275752100,3,False,1,151500,1,0,0,0,0,False,0,0,0.000291789927372,0,0,191.002362485,0.00126074166657,peripheral,0.9,one_off_recipient,Single inflow of 152K KZT; 0 further outgoing transfers observed.,0.283750477954,"Single inflow of 152K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (191 KZT), 0 seeds within 2 hops.",8
100000001276409100,4,False,1,94760,1,0,0,0,0,True,0,0,0.000319239304657,0,0,223.68797583,0.00236057382682,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.233452649133,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: high case-money inflow (224 KZT), high weighted network importance.",7
100000001279272100,3,False,1,250000,1,2,136758,2,0.547032,False,0,0,0.000306039186875,0.000299195454137,0.950584243701,1212.49013572,0.00484996054288,peripheral,0.6,other,"Limited role evidence: 1 payers, 2 recipients, 250K KZT received in observed graph.",0.465142741315,"Limited role evidence: 1 payers, 2 recipients, 250K KZT received in observed graph. Priority drivers: high case-money inflow (1K KZT), strong bridge position.",0
100000001279875100,2,False,1,49235,1,0,0,0,0,False,0,1,0.000301625107111,0,0,717.074688522,0.0145643279887,peripheral,0.9,one_off_recipient,Single inflow of 49K KZT; 0 further outgoing transfers observed.,0.449111120325,"Single inflow of 49K KZT; 0 further outgoing transfers observed. Priority drivers: 1 seeds within 2 hops, high case-money inflow (717 KZT).",13
100000001280798100,3,False,1,23785,1,0,0,0,0,False,0,0,0.000292837569845,0,0,183.527981353,0.00771612282334,peripheral,0.9,one_off_recipient,Single inflow of 24K KZT; 0 further outgoing transfers observed.,0.28637634691,"Single inflow of 24K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (184 KZT), 0 seeds within 2 hops.",7
100000001282143100,3,False,5,1700000,6,0,0,0,0,False,0,0,0.000399449176538,0,0,857.82666277,0.000504603919276,consolidator,0.5,,"Signs of consolidation: receives from 5 payers (0 seeds within 2 hops), 1.7M KZT in, forwards 0%.",0.567606912024,"Signs of consolidation: receives from 5 payers (0 seeds within 2 hops), 1.7M KZT in, forwards 0%. Priority drivers: consolidator role signals, high case-money inflow (858 KZT).",13
100000001285440100,3,False,2,243000,2,0,0,0,0,False,0,0,0.000318599829911,0,0,1048.78082257,0.00431597046327,terminal,0.5,,Money stops here in the observed graph: receives 243K KZT from 2 payers; no outgoing transfers were traced.,0.444536580197,"Money stops here in the observed graph: receives 243K KZT from 2 payers; no outgoing transfers were traced. Priority drivers: high case-money inflow (1K KZT), high weighted network importance.",17
100000001286703100,4,False,1,20500,1,0,0,0,0,True,0,0,0.000285696748068,0,0,2.22988716416,0.000108774983617,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.111653790695,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: 0 seeds within 2 hops, strong bridge position.",37
100000001287955100,2,False,1,17520,1,4,310000,5,17.6940639269,False,0,1,0.000292324483406,0.000680304189762,0.740967741935,408.470376784,0.00131764637672,peripheral,0.6,other,"Limited role evidence: 1 payers, 4 recipients, 18K KZT received in observed graph.",0.504358021108,"Limited role evidence: 1 payers, 4 recipients, 18K KZT received in observed graph. Priority drivers: 1 seeds within 2 hops, strong bridge position.",13
100000001290243100,2,False,1,10000,1,0,0,0,0,False,0,1,0.000318187224982,0,0,9010.03775212,0.901003775212,peripheral,0.9,one_off_recipient,Single inflow of 10K KZT; 0 further outgoing transfers observed.,0.527127069023,"Single inflow of 10K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (9K KZT), 1 seeds within 2 hops.",4
100000001297206100,4,False,1,6758,1,0,0,0,0,True,0,0,0.000296891970383,0,0,32.7760333484,0.00484996054282,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.170956967997,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: 0 seeds within 2 hops, strong bridge position.",0
100000001298099100,3,False,1,19000,1,0,0,0,0,False,0,0,0.000291067153308,0,0,146.606333644,0.00771612282334,peripheral,0.9,one_off_recipient,Single inflow of 19K KZT; 0 further outgoing transfers observed.,0.271657660397,"Single inflow of 19K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (147 KZT), 0 seeds within 2 hops.",7
100000001299323100,4,False,1,109000,1,0,0,0,0,True,0,0,0.000298277914373,0,0,72.1982567795,0.000662369328252,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.188128768928,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: high case-money inflow (72 KZT), 0 seeds within 2 hops.",8
100000001299443100,4,False,1,8000,1,0,0,0,0,True,0,0,0.00028829025258,0,0,0.387079532369,4.83849415461e-05,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.119296451391,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: 0 seeds within 2 hops, strong bridge position.",7
100000001299828100,4,False,1,100000,1,0,0,0,0,True,0,0,0.000543972358072,0,0,484.996054282,0.00484996054282,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.284774566847,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: high case-money inflow (485 KZT), high weighted network importance.",0
100000001303311100,3,False,5,1324000,5,0,0,0,0,False,0,0,0.000498732579889,0,0,4293.68250852,0.00324296261973,consolidator,0.5,,"Signs of consolidation: receives from 5 payers (0 seeds within 2 hops), 1.3M KZT in, forwards 0%.",0.614319738703,"Signs of consolidation: receives from 5 payers (0 seeds within 2 hops), 1.3M KZT in, forwards 0%. Priority drivers: high case-money inflow (4K KZT), consolidator role signals.",17
100000001307612100,1,False,1,38483,1,0,0,0,0,False,1,1,0.000292053601935,0,0,38483,1,peripheral,0.9,one_off_recipient,Single inflow of 38K KZT; 0 further outgoing transfers observed.,0.535972101294,"Single inflow of 38K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (38K KZT), 1 seeds within 2 hops.",1
100000001308856100,2,False,1,27000,1,0,0,0,0,False,0,1,0.000293138261372,0,0,463.995279819,0.0171850103637,peripheral,0.9,one_off_recipient,Single inflow of 27K KZT; 0 further outgoing transfers observed.,0.416425962012,"Single inflow of 27K KZT; 0 further outgoing transfers observed. Priority drivers: 1 seeds within 2 hops, high case-money inflow (464 KZT).",1
100000001311175100,4,False,1,300000,1,0,0,0,0,True,0,0,0.000528336359651,0,0,96.2232995929,0.000320744331976,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.239499057912,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: high weighted network importance, high case-money inflow (96 KZT).",13
100000001317336100,3,False,1,131196,1,2,1752000,3,13.3540656727,False,0,0,0.000341788867912,4.00256639802e-05,0,603.161052631,0.000344270007209,peripheral,0.6,other,"Limited role evidence: 1 payers, 2 recipients, 131K KZT received in observed graph.",0.459096332536,"Limited role evidence: 1 payers, 2 recipients, 131K KZT received in observed graph. Priority drivers: high case-money inflow (603 KZT), strong bridge position.",30
100000001325618100,4,False,1,9300,1,0,0,0,0,True,0,0,0.00028898135962,0,0,0.449979956379,4.83849415461e-05,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.122295470146,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: 0 seeds within 2 hops, strong bridge position.",7
100000001329153100,3,False,1,150687,1,0,0,0,0,False,0,0,0.000292464732144,0,0,127.547893117,0.00084644258043,peripheral,0.9,one_off_recipient,Single inflow of 151K KZT; 0 further outgoing transfers observed.,0.272210474914,"Single inflow of 151K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (128 KZT), 0 seeds within 2 hops.",0
100000001330595100,2,False,3,87000,6,1,154000,1,1.77011494253,False,0,1,0.000671140014521,1.18888110832e-06,0,744.068569161,0.00483161408546,peripheral,0.6,other,"Limited role evidence: 3 payers, 1 recipients, 87K KZT received in observed graph.",0.586140018704,"Limited role evidence: 3 payers, 1 recipients, 87K KZT received in observed graph. Priority drivers: 1 seeds within 2 hops, high case-money inflow (744 KZT).",23
100000001330685100,1,False,3,2435923,7,1,100500,1,0.0412574617506,False,1,1,0.000435436601739,1.92202445845e-05,0,135739.352113,0.0557239913219,terminal,1,,Possible holding point: receives 2.4M KZT from 3 payers; observed onward flow is 4%.,0.770628043359,"Possible holding point: receives 2.4M KZT from 3 payers; observed onward flow is 4%. Priority drivers: high case-money inflow (136K KZT), 1 seeds within 2 hops.",5
100000001339466100,2,False,1,30000,1,0,0,0,0,False,0,1,0.000302230055039,0,0,4469.32307794,0.148977435931,peripheral,0.9,one_off_recipient,Single inflow of 30K KZT; 0 further outgoing transfers observed.,0.49112502361,"Single inflow of 30K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (4K KZT), 1 seeds within 2 hops.",2
100000001346560100,2,False,2,10000,2,1,22200,1,2.22,False,0,2,0.000582977545091,2.57590906803e-05,1,5755.27445917,0.25924659726,peripheral,0.6,other,"Limited role evidence: 2 payers, 1 recipients, 10K KZT received in observed graph.",0.687166871669,"Limited role evidence: 2 payers, 1 recipients, 10K KZT received in observed graph. Priority drivers: high case-money inflow (6K KZT), 2 seeds within 2 hops.",3
100000001362940100,1,False,1,81000,1,0,0,0,0,False,1,2,0.000300125178493,0,0,81000,1,peripheral,0.9,one_off_recipient,Single inflow of 81K KZT; 0 further outgoing transfers observed.,0.621243740527,"Single inflow of 81K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (81K KZT), 2 seeds within 2 hops.",2
100000001363952100,1,False,2,196655,2,1,91000,2,0.462739315044,False,1,1,0.000305404475356,1.92202445845e-05,0.10989010989,69160.4567581,0.35168420207,peripheral,0.6,other,"Limited role evidence: 2 payers, 1 recipients, 197K KZT received in observed graph.",0.650404706294,"Limited role evidence: 2 payers, 1 recipients, 197K KZT received in observed graph. Priority drivers: high case-money inflow (69K KZT), 1 seeds within 2 hops.",3
100000001373265100,3,False,1,142482,1,1,5000,1,0.0350921519911,False,0,0,0.000312798110828,1.92202445845e-05,0,947.719522013,0.00665150350229,peripheral,0.6,other,"Limited role evidence: 1 payers, 1 recipients, 142K KZT received in observed graph.",0.442477346122,"Limited role evidence: 1 payers, 1 recipients, 142K KZT received in observed graph. Priority drivers: high case-money inflow (948 KZT), strong bridge position.",3
100000001378288100,4,False,1,268000,3,0,0,0,0,True,0,0,0.000520298853713,0,0,180.21188501,0.000672432406754,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.254300666602,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: high weighted network importance, high case-money inflow (180 KZT).",3
100000001379511100,3,False,1,55000,1,0,0,0,0,False,0,0,0.000305611801866,0,0,187.675182115,0.00341227603846,peripheral,0.9,one_off_recipient,Single inflow of 55K KZT; 0 further outgoing transfers observed.,0.312496832833,"Single inflow of 55K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (188 KZT), high weighted network importance.",9
100000001380054100,1,False,2,127050,2,3,360000,4,2.83353010626,False,1,1,0.000711185070454,2.77405591942e-06,0.555555555556,122396.940076,0.339991500212,peripheral,0.6,other,"Limited role evidence: 2 payers, 3 recipients, 127K KZT received in observed graph.",0.72935352949,"Limited role evidence: 2 payers, 3 recipients, 127K KZT received in observed graph. Priority drivers: high case-money inflow (122K KZT), 1 seeds within 2 hops.",28
100000001380107100,3,False,1,6000,1,0,0,0,0,False,0,0,0.000289377038717,0,0,82.2393822394,0.0137065637066,peripheral,0.9,one_off_recipient,Single inflow of 6K KZT; 0 further outgoing transfers observed.,0.24429334181,"Single inflow of 6K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (82 KZT), 0 seeds within 2 hops.",54
100000001380986100,2,False,1,70170,1,0,0,0,0,False,0,1,0.000290596144564,0,0,8004.17883499,0.114068388699,peripheral,0.9,one_off_recipient,Single inflow of 70K KZT; 0 further outgoing transfers observed.,0.477097355243,"Single inflow of 70K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (8K KZT), 1 seeds within 2 hops.",8
100000001382002100,2,False,1,55000,2,1,56500,3,1.02727272727,False,0,1,0.000658061030579,0,0,54400.7504177,0.962845140137,transit,0.931818181818,,Pass-through hypothesis: forwards 103% of 55K KZT received; 0% forwarded within 2 days.,0.750464133855,"Pass-through hypothesis: forwards 103% of 55K KZT received; 0% forwarded within 2 days. Priority drivers: high case-money inflow (54K KZT), 1 seeds within 2 hops.",0
100000001384826100,3,False,1,364260,1,1,10000,1,0.0274529182452,False,0,0,0.000295744860606,1.92202445845e-05,0,435.421606192,0.0011953593757,terminal,0.6071,,Possible holding point: receives 364K KZT from 1 payers; observed onward flow is 3%.,0.457182212272,"Possible holding point: receives 364K KZT from 1 payers; observed onward flow is 3%. Priority drivers: high case-money inflow (435 KZT), strong bridge position.",5
100000001386612100,2,False,1,62264,1,0,0,0,0,False,0,2,0.000430968188849,0,0,22005.9918372,0.353430422672,peripheral,0.9,one_off_recipient,Single inflow of 62K KZT; 0 further outgoing transfers observed.,0.62967416191,"Single inflow of 62K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (22K KZT), 2 seeds within 2 hops.",19
100000001389255100,1,False,1,16136,1,0,0,0,0,False,1,1,0.000287398543645,0,0,16136,1,peripheral,0.9,one_off_recipient,Single inflow of 16K KZT; 0 further outgoing transfers observed.,0.48124346412,"Single inflow of 16K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (16K KZT), 1 seeds within 2 hops.",1
100000001411870100,1,False,2,900000,4,0,0,0,0,False,1,2,0.000475211351051,0,0,783555.555556,0.870617283951,terminal,1,,Money stops here in the observed graph: receives 900K KZT from 2 payers; no outgoing transfers were traced.,0.764616185488,"Money stops here in the observed graph: receives 900K KZT from 2 payers; no outgoing transfers were traced. Priority drivers: high case-money inflow (784K KZT), 2 seeds within 2 hops.",6
100000001415126100,0,True,1,27000,1,0,0,0,0,False,0,0,0.000407179302089,0,0,4329.01876684,1,peripheral,0.9,one_off_recipient,Single inflow of 27K KZT; 0 further outgoing transfers observed.,0.263620658678,"Single inflow of 27K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (4K KZT), high weighted network importance.",19
100000001418900100,2,False,1,40140,2,0,0,0,0,False,0,1,0.000297567402632,0,0,689.806315998,0.0171850103637,peripheral,0.9,one_off_recipient,Single inflow of 40K KZT; 0 further outgoing transfers observed.,0.43916045902,"Single inflow of 40K KZT; 0 further outgoing transfers observed. Priority drivers: 1 seeds within 2 hops, high case-money inflow (690 KZT).",1
100000001420847100,2,False,1,20000,2,0,0,0,0,False,0,1,0.000301180344705,0,0,1641.11888112,0.0820559440559,peripheral,0.9,one_off_recipient,Single inflow of 20K KZT; 0 further outgoing transfers observed.,0.46866693386,"Single inflow of 20K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (2K KZT), 1 seeds within 2 hops.",18
100000001427082100,3,False,1,5000,1,5,124900,6,24.98,False,0,0,0.000436653936818,7.84661531493e-05,0,1075.25219938,0.00860890471882,peripheral,0.6,other,"Limited role evidence: 1 payers, 5 recipients, 5K KZT received in observed graph.",0.500177361324,"Limited role evidence: 1 payers, 5 recipients, 5K KZT received in observed graph. Priority drivers: high case-money inflow (1K KZT), strong bridge position.",20
100000001429930100,0,True,1,26000,1,0,0,0,0,False,0,0,0.000348790274839,0,0,207.773344,1,peripheral,0.9,one_off_recipient,Single inflow of 26K KZT; 0 further outgoing transfers observed.,0.206072667468,"Single inflow of 26K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (208 KZT), high weighted network importance.",12
100000001439416100,3,False,1,10000,1,2,165000,3,16.5,False,0,0,0.000341106184213,1.98146851387e-05,0,213.986336363,0.00129688688705,peripheral,0.6,other,"Limited role evidence: 1 payers, 2 recipients, 10K KZT received in observed graph.",0.415389434793,"Limited role evidence: 1 payers, 2 recipients, 10K KZT received in observed graph. Priority drivers: strong bridge position, high case-money inflow (214 KZT).",0
100000001445848100,3,False,1,546000,13,1,351850,14,0.644413919414,False,0,0,0.000696365040263,0,0.686372033537,1750.44438224,0.00320594209201,peripheral,0.6,other,"Limited role evidence: 1 payers, 1 recipients, 546K KZT received in observed graph.",0.451045971134,"Limited role evidence: 1 payers, 1 recipients, 546K KZT received in observed graph. Priority drivers: high case-money inflow (2K KZT), high weighted network importance.",33
100000001463701100,1,False,2,621000,2,0,0,0,0,False,1,2,0.000568858882949,0,0,248027.641543,0.399400388958,terminal,1,,Money stops here in the observed graph: receives 621K KZT from 2 payers; no outgoing transfers were traced.,0.773668523202,"Money stops here in the observed graph: receives 621K KZT from 2 payers; no outgoing transfers were traced. Priority drivers: high case-money inflow (248K KZT), 2 seeds within 2 hops.",11
100000001471706100,4,False,1,377000,8,0,0,0,0,True,0,0,0.000536913667515,0,0,422.100856408,0.00111963091885,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.281025793404,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: high case-money inflow (422 KZT), high weighted network importance.",19
100000001477796100,1,False,1,182000,1,0,0,0,0,False,1,1,0.000328835744864,0,0,182000,1,peripheral,0.9,one_off_recipient,Single inflow of 182K KZT; 0 further outgoing transfers observed.,0.619170686089,"Single inflow of 182K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (182K KZT), 1 seeds within 2 hops.",2
100000001484381100,3,False,2,95585,4,0,0,0,0,False,0,0,0.000319510268523,0,0,353.017182119,0.00369322782988,terminal,0.5,,Money stops here in the observed graph: receives 96K KZT from 2 payers; no outgoing transfers were traced.,0.413924476323,"Money stops here in the observed graph: receives 96K KZT from 2 payers; no outgoing transfers were traced. Priority drivers: high case-money inflow (353 KZT), high weighted network importance.",7
100000001490461100,2,False,1,20000,1,1,5000,1,0.25,False,0,1,0.000319216407215,2.1994300504e-05,0,1002.75234103,0.0501376170513,peripheral,0.6,other,"Limited role evidence: 1 payers, 1 recipients, 20K KZT received in observed graph.",0.553662165835,"Limited role evidence: 1 payers, 1 recipients, 20K KZT received in observed graph. Priority drivers: high case-money inflow (1K KZT), 1 seeds within 2 hops.",7
100000001498732100,4,False,1,5500,1,0,0,0,0,True,0,0,0.000287852505135,0,0,0.267763136133,4.86842065696e-05,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.116636031529,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: 0 seeds within 2 hops, strong bridge position.",49
100000001524952100,1,False,1,103807,1,0,0,0,0,False,1,1,0.000303364917003,0,0,103807,1,peripheral,0.9,one_off_recipient,Single inflow of 104K KZT; 0 further outgoing transfers observed.,0.588696785844,"Single inflow of 104K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (104K KZT), 1 seeds within 2 hops.",0
100000001526235100,2,False,3,82000,4,8,432750,9,5.27743902439,False,0,1,0.000872287647993,0.000256600172546,0.134604274986,8279.54530231,0.0191323981567,peripheral,0.6,other,"Limited role evidence: 3 payers, 8 recipients, 82K KZT received in observed graph.",0.679289264803,"Limited role evidence: 3 payers, 8 recipients, 82K KZT received in observed graph. Priority drivers: high case-money inflow (8K KZT), 1 seeds within 2 hops.",24
100000001527186100,1,False,1,678000,2,0,0,0,0,False,1,2,0.000418698903322,0,0,678000,1,terminal,1,,Money stops here in the observed graph: receives 678K KZT from 1 payers; no outgoing transfers were traced.,0.757429596768,"Money stops here in the observed graph: receives 678K KZT from 1 payers; no outgoing transfers were traced. Priority drivers: high case-money inflow (678K KZT), 2 seeds within 2 hops.",2
100000001530709100,3,False,1,53961,1,0,0,0,0,False,0,0,0.000287055153757,0,0,45.6748880826,0.00084644258043,peripheral,0.9,one_off_recipient,Single inflow of 54K KZT; 0 further outgoing transfers observed.,0.214441357897,"Single inflow of 54K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (46 KZT), 0 seeds within 2 hops.",0
100000001530740100,2,False,1,15000,1,0,0,0,0,False,0,1,0.000526693271955,0,0,13485,0.899,peripheral,0.9,one_off_recipient,Single inflow of 15K KZT; 0 further outgoing transfers observed.,0.578815226355,"Single inflow of 15K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (13K KZT), 1 seeds within 2 hops.",4
100000001530983100,1,False,4,564158,4,11,1829538,17,3.24295321523,False,2,2,0.000354074177371,0.000332072106608,0.156482128275,393442.952532,0.215050440347,distributor,0.55,,Fan-out hypothesis: sends 1.8M KZT to 11 recipients after receiving from 4 payers.,0.897139645554,"Fan-out hypothesis: sends 1.8M KZT to 11 recipients after receiving from 4 payers. Priority drivers: high case-money inflow (393K KZT), 2 seeds within 2 hops.",4
100000001533161100,4,False,1,100000,1,0,0,0,0,True,0,0,0.000322545878155,0,0,14.696804528,0.00014696804528,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.180776335853,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: high weighted network importance, 0 seeds within 2 hops.",42
100000001534244100,3,False,2,366000,2,1,45000,1,0.122950819672,False,0,0,0.000339680842218,2.15980068012e-05,0,214.519856966,0.000586119827775,terminal,0.61,,Possible holding point: receives 366K KZT from 2 payers; observed onward flow is 12%.,0.479536649299,"Possible holding point: receives 366K KZT from 2 payers; observed onward flow is 12%. Priority drivers: strong bridge position, high case-money inflow (215 KZT).",8
100000001537524100,4,False,1,150000,1,0,0,0,0,True,0,0,0.000297054185877,0,0,0.604657854456,4.03105236304e-06,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.140918409184,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: 0 seeds within 2 hops, strong bridge position.",13
100000001538095100,3,False,2,280000,2,0,0,0,0,False,0,0,0.000328309179444,0,0,657.972445309,0.00234990159039,terminal,0.5,,Money stops here in the observed graph: receives 280K KZT from 2 payers; no outgoing transfers were traced.,0.436589871517,"Money stops here in the observed graph: receives 280K KZT from 2 payers; no outgoing transfers were traced. Priority drivers: high case-money inflow (658 KZT), high weighted network importance.",13
100000001541418100,2,False,2,96900,2,0,0,0,0,False,0,1,0.000301921829785,0,0,5755.2749728,0.0593939625676,terminal,0.5,,Money stops here in the observed graph: receives 97K KZT from 2 payers; no outgoing transfers were traced.,0.558623676124,"Money stops here in the observed graph: receives 97K KZT from 2 payers; no outgoing transfers were traced. Priority drivers: high case-money inflow (6K KZT), 1 seeds within 2 hops.",8
100000001549194100,3,False,1,46500,1,0,0,0,0,False,0,0,0.000297135607256,0,0,51.4132731451,0.00110566178807,peripheral,0.9,one_off_recipient,Single inflow of 46K KZT; 0 further outgoing transfers observed.,0.255902446665,"Single inflow of 46K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (51 KZT), 0 seeds within 2 hops.",14
100000001550388100,1,False,1,50000,1,0,0,0,0,False,1,1,0.000293346692493,0,0,50000,1,peripheral,0.9,one_off_recipient,Single inflow of 50K KZT; 0 further outgoing transfers observed.,0.549965218753,"Single inflow of 50K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (50K KZT), 1 seeds within 2 hops.",0
100000001550419100,3,False,1,23000,1,0,0,0,0,False,0,0,0.000290516025637,0,0,25.4302211255,0.00110566178807,peripheral,0.9,one_off_recipient,Single inflow of 23K KZT; 0 further outgoing transfers observed.,0.220245910324,"Single inflow of 23K KZT; 0 further outgoing transfers observed. Priority drivers: 0 seeds within 2 hops, strong bridge position.",14
100000001554432100,1,False,1,53920,1,0,0,0,0,False,1,2,0.000294746658446,0,0,53920,1,peripheral,0.9,one_off_recipient,Single inflow of 54K KZT; 0 further outgoing transfers observed.,0.599614872553,"Single inflow of 54K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (54K KZT), 2 seeds within 2 hops.",2
100000001557930100,2,False,1,34610,1,0,0,0,0,False,0,1,0.00029055280075,0,0,8306.62150991,0.240006400171,peripheral,0.9,one_off_recipient,Single inflow of 35K KZT; 0 further outgoing transfers observed.,0.477511966131,"Single inflow of 35K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (8K KZT), 1 seeds within 2 hops.",6
100000001567366100,1,False,1,824070,4,0,0,0,0,False,1,1,0.000372056881709,0,0,824070,1,terminal,1,,Money stops here in the observed graph: receives 824K KZT from 1 payers; no outgoing transfers were traced.,0.70788359569,"Money stops here in the observed graph: receives 824K KZT from 1 payers; no outgoing transfers were traced. Priority drivers: high case-money inflow (824K KZT), 1 seeds within 2 hops.",4
100000001578517100,2,False,1,30000,1,0,0,0,0,False,0,2,0.00028897235259,0,0,6451.51321041,0.215050440347,peripheral,0.9,one_off_recipient,Single inflow of 30K KZT; 0 further outgoing transfers observed.,0.505809159215,"Single inflow of 30K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (6K KZT), 2 seeds within 2 hops.",4
100000001584286100,2,False,2,738699,3,0,0,0,0,False,0,1,0.000326620839933,0,0,369.859611963,0.00050069055456,terminal,1,,Money stops here in the observed graph: receives 739K KZT from 2 payers; no outgoing transfers were traced.,0.514191209328,"Money stops here in the observed graph: receives 739K KZT from 2 payers; no outgoing transfers were traced. Priority drivers: 1 seeds within 2 hops, high case-money inflow (370 KZT).",13
100000001590795100,4,False,1,5060,1,0,0,0,0,True,0,0,0.000286727287428,0,0,0.244827804223,4.83849415461e-05,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.110396137669,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: 0 seeds within 2 hops, strong bridge position.",7
100000001597424100,3,False,1,48100,1,0,0,0,0,False,0,0,0.000297586302175,0,0,53.182332006,0.00110566178807,peripheral,0.9,one_off_recipient,Single inflow of 48K KZT; 0 further outgoing transfers observed.,0.258597417435,"Single inflow of 48K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (53 KZT), 0 seeds within 2 hops.",14
100000001597505100,2,False,1,26460,1,1,12920,1,0.48828420257,False,0,1,0.000313022960928,9.78845445852e-06,0,3939.98914926,0.148903595966,peripheral,0.6,other,"Limited role evidence: 1 payers, 1 recipients, 26K KZT received in observed graph.",0.567482528758,"Limited role evidence: 1 payers, 1 recipients, 26K KZT received in observed graph. Priority drivers: high case-money inflow (4K KZT), 1 seeds within 2 hops.",31
100000001598625100,4,False,1,25000,1,0,0,0,0,True,0,0,0.000426347530009,0,0,166.28758748,0.00665150349918,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.245231053434,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: high weighted network importance, high case-money inflow (166 KZT).",3
